Id,Age,Educ_background,Incumbent,Mar_relationship,Mortgage,Fin_loan,Default,Curt_balance,Prev_result,Num_prev_cont,Elapsed_days,Num_cont,Day,Month,Cont_means,Cont_time,Y
7905,59,Associate_Bachelor_and_beyond,House_keeper,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,2910,Unknown,0,-1,2,5,July,Landline,105,0
7906,52,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debtor,Default,199,Unknown,0,-1,1,15,January,Mobile,771,1
7907,34,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-273,Unknown,0,-1,2,25,August,Mobile,175,0
7908,44,JHS_HS_graduate,Administrator,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,191,Unknown,0,-1,1,16,July,Mobile,105,0
7909,50,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-143,Unknown,0,-1,1,15,August,Mobile,204,0
7910,45,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,3116,Unknown,0,-1,1,5,June,Unknown,137,0
7911,56,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,4605,Other,1,337,1,6,May,Mobile,213,1
7912,65,Unknown,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-119,Unknown,0,-1,1,20,July,Mobile,182,0
7913,35,JHS_HS_graduate,Student,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,31,Rejected,3,178,2,14,February,Landline,62,0
7914,73,JHS_HS_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1696,Established,0,105,1,1,September,Mobile,268,1
7915,55,ES_graduate,Idle,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,47,Unknown,0,-1,1,29,January,Mobile,132,0
7916,38,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1444,Unknown,0,-1,1,21,July,Mobile,162,0
7917,36,JHS_HS_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,8391,Unknown,0,-1,2,11,February,Mobile,90,0
7918,53,JHS_HS_graduate,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1540,Unknown,0,-1,2,20,May,Unknown,119,0
7919,53,JHS_HS_graduate,Manual_laborer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1288,Unknown,0,-1,2,17,June,Unknown,36,0
7920,34,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-53,Unknown,0,-1,1,13,May,Unknown,974,1
7921,43,JHS_HS_graduate,Services,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,1364,Unknown,0,-1,1,26,June,Unknown,142,0
7922,43,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,13039,Rejected,1,187,2,19,November,Mobile,154,1
7923,38,JHS_HS_graduate,Administrator,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,682,Unknown,0,-1,2,13,May,Unknown,163,0
7924,54,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,4516,Other,6,180,2,10,May,Mobile,86,0
7925,34,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,385,Established,6,94,1,20,August,Mobile,347,1
7926,33,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,65,Rejected,10,250,2,14,May,Mobile,71,0
7927,49,Unknown,Unknown,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-255,Unknown,0,-1,5,5,August,Mobile,574,0
7928,27,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debtor,Non-Default,34,Unknown,0,-1,2,21,April,Mobile,157,0
7929,26,Associate_Bachelor_and_beyond,Administrator,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,11,Established,0,-1,1,14,December,Mobile,1214,1
7930,28,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,6904,Established,1,180,2,20,October,Mobile,574,1
7931,42,Associate_Bachelor_and_beyond,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1330,Rejected,1,166,2,22,January,Mobile,78,0
7932,39,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,116,Unknown,0,-1,2,23,July,Mobile,121,0
7933,48,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1083,Unknown,0,-1,2,27,August,Mobile,694,0
7934,52,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1572,Unknown,0,-1,2,20,November,Mobile,120,0
7935,53,JHS_HS_graduate,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,312,Established,3,171,2,15,May,Mobile,129,0
7936,31,Associate_Bachelor_and_beyond,Sole_proprietor,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,28,Unknown,0,-1,2,28,January,Mobile,97,0
7937,41,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,4257,Unknown,0,-1,1,20,November,Mobile,308,0
7938,48,Associate_Bachelor_and_beyond,House_keeper,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,23,Unknown,0,-1,1,6,May,Mobile,360,0
7939,40,JHS_HS_graduate,Business_owner,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,150,Unknown,0,-1,1,18,June,Unknown,65,0
7940,32,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,370,Established,2,140,1,21,July,Mobile,123,1
7941,61,JHS_HS_graduate,Pensioner,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,762,Rejected,1,163,2,20,November,Mobile,201,0
7942,44,Unknown,Administrator,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1048,Unknown,0,-1,2,10,May,Unknown,758,1
7943,38,JHS_HS_graduate,Services,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,5163,Rejected,4,228,2,7,February,Mobile,105,0
7944,40,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debtor,Non-Default,13,Unknown,0,-1,1,5,July,Mobile,229,1
7945,25,JHS_HS_graduate,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,3700,Rejected,3,177,1,2,February,Landline,162,0
7946,36,Associate_Bachelor_and_beyond,Idle,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,25,Unknown,0,-1,6,28,July,Mobile,307,0
7947,50,JHS_HS_graduate,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,805,Unknown,0,-1,1,18,November,Mobile,122,0
7948,60,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,241,Rejected,3,177,5,5,September,Mobile,31,0
7949,54,JHS_HS_graduate,Engineer,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,1433,Unknown,0,-1,4,7,June,Unknown,250,0
7950,44,JHS_HS_graduate,Engineer,Married,Mortgaged,Debtor,Non-Default,364,Unknown,0,-1,7,6,July,Unknown,72,0
7951,52,Associate_Bachelor_and_beyond,Services,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,122,Unknown,0,-1,2,20,August,Mobile,141,0
7952,36,JHS_HS_graduate,Manual_laborer,Divorced,Mortgaged,Debt-Free_Unborrowed,Default,872,Rejected,3,168,2,16,May,Mobile,67,0
7953,29,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,-353,Unknown,7,-1,3,12,May,Mobile,66,0
7954,56,JHS_HS_graduate,Manual_laborer,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,1051,Other,1,329,2,19,May,Mobile,68,0
7955,35,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,32,Unknown,0,-1,1,20,June,Unknown,48,0
7956,33,JHS_HS_graduate,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,1296,Established,7,173,2,21,November,Mobile,392,1
7957,60,ES_graduate,Manual_laborer,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,846,Rejected,0,-1,1,11,May,Mobile,160,0
7958,51,JHS_HS_graduate,Pensioner,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,78,Rejected,3,253,2,17,May,Mobile,136,0
7959,29,Associate_Bachelor_and_beyond,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,374,Unknown,0,-1,1,24,March,Mobile,305,1
7960,58,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,445,Established,7,187,2,12,December,Mobile,535,1
7961,39,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,550,Unknown,0,-1,15,7,May,Unknown,631,0
7962,49,JHS_HS_graduate,Services,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,848,Unknown,0,-1,1,20,April,Mobile,83,0
7963,26,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Default,660,Unknown,0,-1,1,20,November,Mobile,168,1
7964,46,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-97,Rejected,1,346,1,12,May,Mobile,45,0
7965,54,Associate_Bachelor_and_beyond,Sole_proprietor,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,5357,Unknown,0,-1,1,6,August,Unknown,1301,1
7966,44,Associate_Bachelor_and_beyond,Engineer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1329,Rejected,4,353,3,17,May,Mobile,516,1
7967,42,JHS_HS_graduate,Engineer,Married,Mortgaged,Debtor,Non-Default,1222,Rejected,3,-1,1,1,April,Mobile,446,1
7968,47,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,245,Unknown,0,-1,2,8,May,Unknown,295,0
7969,51,Unknown,House_keeper,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1068,Unknown,0,-1,2,1,June,Unknown,822,0
7970,36,ES_graduate,Idle,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-11,Unknown,0,-1,1,26,July,Mobile,82,0
7971,49,ES_graduate,Student,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,831,Established,1,148,2,9,September,Mobile,374,0
7972,22,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,223,Unknown,0,-1,1,29,May,Landline,301,0
7973,39,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-19,Rejected,1,171,2,20,November,Mobile,73,0
7974,52,ES_graduate,Supervision,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-67,Unknown,0,-1,1,31,July,Mobile,869,0
7975,26,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,275,Unknown,0,-1,1,16,May,Unknown,749,1
7976,50,ES_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,224,Unknown,0,-1,4,18,August,Mobile,308,1
7977,55,JHS_HS_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,219,Unknown,0,-1,4,26,August,Mobile,1053,1
7978,32,JHS_HS_graduate,Idle,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-22,Unknown,0,-1,17,29,August,Mobile,72,0
7979,35,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-224,Unknown,0,-1,3,14,May,Unknown,295,0
7980,46,JHS_HS_graduate,Administrator,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,654,Unknown,0,-1,1,8,June,Unknown,313,0
7981,48,JHS_HS_graduate,Administrator,Divorced,Mortgage-Free_Unborrowed,Debtor,Non-Default,1003,Other,7,171,2,30,January,Mobile,86,0
7982,33,JHS_HS_graduate,Services,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,131,Unknown,0,-1,2,20,April,Mobile,22,0
7983,32,Associate_Bachelor_and_beyond,Sole_proprietor,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1010,Unknown,0,-1,2,30,November,Landline,264,0
7984,52,Unknown,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,762,Unknown,0,-1,1,9,May,Mobile,472,0
7985,23,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,1207,Unknown,0,-1,1,5,May,Unknown,261,0
7986,27,Associate_Bachelor_and_beyond,Sole_proprietor,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,663,Unknown,0,-1,1,8,August,Mobile,601,1
7987,28,Associate_Bachelor_and_beyond,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,1365,Unknown,0,-1,1,13,May,Unknown,134,0
7988,32,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,2643,Rejected,1,185,1,20,November,Mobile,558,0
7989,28,Associate_Bachelor_and_beyond,Sole_proprietor,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,40,Unknown,0,-1,2,19,August,Mobile,204,1
7990,46,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debtor,Non-Default,104,Unknown,0,-1,5,13,May,Mobile,81,0
7991,69,Unknown,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,408,Unknown,0,-1,1,13,October,Mobile,256,0
7992,43,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,714,Unknown,0,-1,2,7,July,Landline,120,0
7993,48,Associate_Bachelor_and_beyond,Sole_proprietor,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,21,Unknown,0,-1,1,28,January,Mobile,267,0
7994,28,Associate_Bachelor_and_beyond,Sole_proprietor,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,443,Rejected,1,176,2,20,November,Mobile,50,0
7995,55,JHS_HS_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debtor,Non-Default,65,Unknown,0,-1,2,25,November,Mobile,136,0
7996,29,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,425,Unknown,0,-1,1,30,May,Mobile,87,0
7997,51,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,0,Other,1,162,2,8,May,Mobile,122,0
7998,53,Unknown,Business_owner,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,901,Unknown,0,-1,1,13,May,Mobile,34,0
7999,35,JHS_HS_graduate,Administrator,Married,Mortgaged,Debtor,Non-Default,1107,Unknown,0,-1,1,26,May,Unknown,81,0
8000,59,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,559,Unknown,0,-1,2,1,February,Mobile,708,1
8001,55,ES_graduate,House_keeper,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,59,Unknown,0,-1,5,27,July,Mobile,77,0
8002,24,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debtor,Non-Default,-451,Unknown,0,-1,4,13,May,Mobile,726,0
8003,27,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,146,Unknown,0,-1,2,23,May,Mobile,89,0
8004,32,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debtor,Non-Default,252,Rejected,4,228,2,20,February,Landline,40,0
8005,45,JHS_HS_graduate,Services,Married,Mortgaged,Debtor,Non-Default,69,Unknown,0,-1,1,24,May,Unknown,685,0
8006,28,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,972,Unknown,0,-1,22,28,July,Mobile,64,0
8007,54,Unknown,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,920,Unknown,0,-1,1,5,June,Unknown,81,0
8008,34,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,111,Unknown,0,-1,1,21,November,Mobile,675,1
8009,47,JHS_HS_graduate,Services,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,335,Rejected,3,173,3,24,November,Mobile,116,0
8010,45,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,819,Unknown,0,-1,1,12,June,Unknown,101,0
8011,45,ES_graduate,Idle,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,510,Unknown,0,-1,2,30,July,Landline,174,0
8012,27,JHS_HS_graduate,Engineer,Married,Mortgaged,Debtor,Non-Default,123,Unknown,0,-1,1,24,May,Unknown,220,0
8013,30,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debtor,Default,-547,Unknown,0,-1,1,25,May,Mobile,776,1
8014,48,Unknown,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,107,Rejected,1,179,2,8,October,Mobile,216,0
8015,38,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-17,Unknown,0,-1,1,29,January,Mobile,254,0
8016,28,JHS_HS_graduate,Services,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,38,Unknown,0,-1,2,25,May,Mobile,105,0
8017,44,JHS_HS_graduate,Sole_proprietor,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-314,Unknown,0,-1,4,27,August,Mobile,1075,1
8018,32,JHS_HS_graduate,Engineer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,226,Rejected,1,345,1,17,May,Mobile,445,1
8019,48,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,219,Unknown,0,-1,1,6,September,Mobile,547,1
8020,48,Associate_Bachelor_and_beyond,Business_owner,Married,Mortgaged,Debtor,Non-Default,369,Unknown,0,247,7,15,May,Mobile,106,0
8021,36,Associate_Bachelor_and_beyond,Business_owner,Married,Mortgaged,Debtor,Default,224,Unknown,0,-1,1,18,November,Mobile,89,0
8022,39,JHS_HS_graduate,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,925,Other,7,161,2,21,November,Mobile,411,1
8023,49,Unknown,Idle,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,927,Unknown,0,-1,4,28,July,Mobile,16,0
8024,46,JHS_HS_graduate,Sole_proprietor,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,407,Unknown,0,-1,4,4,August,Mobile,162,0
8025,55,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,137,Established,4,166,2,19,August,Mobile,181,0
8026,31,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-99,Unknown,0,-1,2,20,November,Mobile,105,0
8027,43,ES_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1132,Rejected,1,346,1,21,May,Mobile,603,0
8028,31,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debtor,Non-Default,1006,Unknown,0,-1,2,8,July,Mobile,506,0
8029,54,Associate_Bachelor_and_beyond,Engineer,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,2173,Unknown,0,-1,7,26,June,Unknown,176,0
8030,46,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,2962,Unknown,0,-1,3,20,August,Mobile,403,0
8031,50,ES_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,143,Unknown,0,-1,1,7,November,Mobile,138,0
8032,53,JHS_HS_graduate,Services,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,-23,Unknown,0,-1,3,12,May,Unknown,563,0
8033,49,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,-19,Unknown,0,-1,4,28,May,Unknown,97,0
8034,33,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debtor,Non-Default,852,Unknown,1,-1,1,15,May,Mobile,605,1
8035,35,ES_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,923,Unknown,0,-1,4,8,August,Mobile,472,0
8036,54,Associate_Bachelor_and_beyond,Services,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,1020,Unknown,0,-1,1,7,May,Unknown,917,1
8037,41,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,7758,Unknown,0,-1,2,19,November,Mobile,113,0
8038,45,Associate_Bachelor_and_beyond,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-37,Unknown,0,-1,1,13,August,Mobile,744,1
8039,24,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,264,Unknown,0,-1,2,22,August,Mobile,134,0
8040,29,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,1269,Rejected,12,339,2,15,May,Mobile,331,1
8041,42,ES_graduate,Manual_laborer,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,106,Unknown,0,-1,6,29,August,Mobile,30,0
8042,43,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debtor,Default,-236,Unknown,0,-1,4,16,November,Mobile,156,0
8043,55,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1275,Unknown,0,-1,10,6,June,Unknown,276,0
8044,32,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,1192,Rejected,1,172,2,21,May,Mobile,437,0
8045,57,Associate_Bachelor_and_beyond,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1446,Established,1,168,2,11,December,Mobile,320,1
8046,36,JHS_HS_graduate,Business_owner,Unmarried,Mortgaged,Debtor,Non-Default,503,Unknown,0,-1,1,7,May,Unknown,110,0
8047,52,JHS_HS_graduate,Administrator,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,669,Unknown,0,-1,2,30,November,Unknown,112,0
8048,43,JHS_HS_graduate,Pensioner,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,529,Other,7,188,2,3,September,Mobile,112,0
8049,51,Associate_Bachelor_and_beyond,Business_owner,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,926,Rejected,7,345,2,17,May,Landline,618,1
8050,53,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1009,Rejected,1,242,2,28,January,Mobile,98,0
8051,38,JHS_HS_graduate,Sole_proprietor,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,5237,Unknown,0,-1,1,20,November,Mobile,372,0
8052,60,JHS_HS_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,132,Unknown,0,-1,4,6,May,Mobile,56,0
8053,54,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,9,Unknown,0,-1,2,28,May,Unknown,152,0
8054,28,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1109,Rejected,3,113,2,3,September,Landline,753,1
8055,51,JHS_HS_graduate,Services,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-181,Unknown,0,-1,6,8,August,Mobile,60,0
8056,33,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debtor,Non-Default,-646,Unknown,0,-1,2,21,November,Mobile,452,0
8057,44,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-26,Unknown,0,-1,4,4,August,Mobile,123,0
8058,25,ES_graduate,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,4037,Unknown,0,-1,3,9,June,Landline,35,0
8059,28,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,2369,Other,10,100,2,13,March,Mobile,273,1
8060,73,JHS_HS_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,208,Other,7,98,1,21,March,Mobile,706,1
8061,28,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,5646,Rejected,1,-1,2,28,September,Landline,883,1
8062,51,ES_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,4180,Unknown,0,-1,2,22,April,Mobile,45,0
8063,49,JHS_HS_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-333,Unknown,0,-1,2,15,July,Mobile,710,1
8064,49,Associate_Bachelor_and_beyond,Engineer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,94,Unknown,0,-1,1,17,November,Mobile,272,0
8065,46,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,510,Unknown,0,-1,3,19,November,Unknown,91,0
8066,26,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,1091,Unknown,0,-1,1,12,May,Unknown,452,1
8067,48,Associate_Bachelor_and_beyond,Business_owner,Married,Mortgaged,Debt-Free_Unborrowed,Default,26,Unknown,0,-1,1,16,May,Unknown,599,0
8068,42,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-434,Unknown,0,-1,1,28,June,Unknown,272,0
8069,36,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1017,Unknown,0,-1,2,11,August,Mobile,115,0
8070,37,Associate_Bachelor_and_beyond,Business_owner,Unmarried,Mortgaged,Debtor,Non-Default,141,Rejected,11,192,4,20,November,Mobile,539,1
8071,40,Associate_Bachelor_and_beyond,Business_owner,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,446,Unknown,0,-1,5,30,May,Unknown,89,0
8072,54,JHS_HS_graduate,Business_owner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,98,Unknown,0,-1,1,16,June,Unknown,601,0
